potentialid,contract_city,contract_state,address,retailer_id,approval_date,expiry_date,cf_pot_nganh_hang,House_number,Street,Ward,District,City,progress,cleaned_street
44918480,hồ chí minh,quận 1,"114 nguyễn thị nhỏ, phường 12, quận 5, hcm",500022702,2022-11-23,2024-11-21,61,114,Đường Nguyễn Thị Nhỏ,Phường 12,Quận 5,Hồ Chí Minh,True,Đường Nguyễn Thị Nhỏ
53504815,hồ chí minh,quận 1,"103 tân khải, phường 4, quận 11",500318020,2023-09-05,2024-09-05,63,103,Đường Tân Khai,Phường 4,Quận 11,Hồ Chí Minh,True,Đường Tân Khai
133736,hồ chí minh,quận 1,"349 đường nguyễn trãi, phường nguyễn cư trinh, quận 1, tp.hcm",181508,,2018-12-20,77,349,Đường Nguyễn Trãi,Phường Nguyễn Cư Trinh,Quận 1,Hồ Chí Minh,True,Đường Nguyễn Trãi
35861596,hồ chí minh,quận 1,"303 phạm ngũ lão, phường phạm ngũ lão, quận 1, hồ chí minh",1148413,2021-10-28,2022-10-25,9,303,Đường Phạm Ngũ Lão,Phường Phạm Ngũ Lão,Quận 1,Hồ Chí Minh,True,Đường Phạm Ngũ Lão
56261823,hồ chí minh,quận 1,"83/16 thoại ngọc hầu, hoà thạnh, tân phú",500378042,2023-11-09,2024-11-09,77,83/16,Hẻm 83 Thoại Ngọc Hầu,Phường Hòa Thạnh,Quận Tân Phú,Hồ Chí Minh,True,Đường Thoại Ngọc Hầu
1890539,hồ chí minh,quận 1,"l14-08b, tầng 14, tòa nhà vincom, 72 lê thánh tôn, f.bến nghé, quận 1. tp.hcm",208917,,2019-10-11,63,72,Lê Thánh Tôn,Phường Bến Nghé,Quận 1,Hồ Chí Minh,True,Đường Lê Thánh Tôn
491841,hồ chí minh,quận 1,"3a ton duc thang, p. bến nghé, q1",103986,,2021-05-07,77,3A,Đường Tôn Đức Thắng,Phường Bến Nghé,Quận 1,Hồ Chí Minh,True,Đường Tôn Đức Thắng
50415331,hồ chí minh,quận 1,"ấp cây đa, đôn xuân, duyên hải, trà vinh",500219988,2023-05-19,2024-05-27,15,,,Xã Đôn Xuân,Huyện Duyên Hải,Trà Vinh,True,
53182273,hồ chí minh,quận 1,"4/5 đường d6, tân thuận đông, quận 7, tp.hcm",200045331,2023-08-23,2026-05-24,Thẩm mỹ viện & Spa,,Đường 4,Phường Tân Thuận Đông,Quận 7,Hồ Chí Minh,True,Đường 4
10474252,hồ chí minh,quận 1,"178-0065 tokyo, nerima-ku, nishioizumi 4-11-1",662758,2020-04-22,2024-04-19,11957,1,,,練馬区,,True,
1714753,hồ chí minh,quận 1,"hẻm 36 lê lợi, quận 1",204278,,2018-12-03,15,36,Đường Lê Lợi,Phường Bến Nghé,Quận 1,Hồ Chí Minh,True,Đường Lê Lợi
25203212,hồ chí minh,quận 1,"151 cống quỳnh, phường nguyễn cư trinh, quận 1, thành phố hồ chí minh",899581,2021-03-24,2024-06-20,61,151,Đường Cống Quỳnh,Phường Nguyễn Cư Trinh,Quận 1,Hồ Chí Minh,True,Đường Cống Quỳnh
47465578,hồ chí minh,quận 1,"ấp đông thọ a, thạnh trị, tân hiệp, kiên giang",500120617,2023-02-27,2024-02-22,61,,Cầu Kênh 5,Xã Thạnh Trị,Huyện Tân Hiệp,Kiên Giang,True,Đường Cầu Kênh 5
53249117,hồ chí minh,quận 1,"51 trần huy liệu ,phước nguyễn , bà rịa , brvt",500304968,2023-08-21,2025-08-25,Homestay,45,Đường Trần Huy Liệu,Phường Phước Nguyên,Bà Rịa,Bà Rịa-Vũng Tàu,True,Đường Trần Huy Liệu
4266559,hồ chí minh,quận 1,"56 lê thị riêng ,phường bến thành, quận 1",326921,2018-09-25,2023-09-25,77,60,Đường Lê Thị Riêng,Phường Bến Thành,Quận 1,Hồ Chí Minh,True,Đường Lê Thị Riêng
56256150,hồ chí minh,quận 1,"190 hai bà trưng, phường đa kao, quận 1, thành phố hồ chí minh, việt nam",500377863,2023-11-08,2026-08-07,77,190,Đường Hai Bà Trưng,Phường Đa Kao,Quận 1,Hồ Chí Minh,True,Đường Hai Bà Trưng
47729843,hồ chí minh,quận 1,"212a nguyễn trãi , p.nguyễn cư trinh, quận , hcm",200030020,2023-02-28,2024-04-28,Thẩm mỹ viện & Spa,212A,Đường Nguyễn Trãi,Phường Nguyễn Cư Trinh,Quận 1,Hồ Chí Minh,True,Đường Nguyễn Trãi
24375772,hồ chí minh,quận 1,217a phạm viết chánh phường nguyễn cư trinh quận 1 tphcm,903456,2021-03-25,2025-10-24,77,217,Đường Phạm Viết Chánh,Phường Nguyễn Cư Trinh,Quận 1,Hồ Chí Minh,True,Đường Phạm Viết Chánh
3061629,hồ chí minh,quận 1,"tầng trệt, tòa nhà rosana, số 60 nguyễn đình chiểu, phường đa kao, quận 1, thành phố hồ chí minh",272270,2018-05-09,2019-09-19,61,60,Đường Nguyễn Đình Chiểu,Phường Đa Kao,Quận 1,Hồ Chí Minh,True,Đường Nguyễn Đình Chiểu
46359569,hồ chí minh,quận 1,80/10a đường xxt 27  xã xuân thới thượng huyện  hóc môn thành phố hồ chí minh,500081774,2022-12-23,2025-01-04,73,11,Hẻm 80 Đường XTT-27,Xã Xuân Thới Thượng,Huyện Hóc Môn,Hồ Chí Minh,True,Đường XTT/27
50833190,hồ chí minh,quận 1,"số 144e, nguyễn tất thành, khóm 8, phường 8, thành phố cà mau, tỉnh cà mau, việt nam",500263905,2023-07-24,2024-08-04,67,143,Đường Nguyễn Tất Thành,Phường 8,Cà Mau,Cà Mau,True,Đường Nguyễn Tất Thành
4418639,hồ chí minh,quận 1,"42 tôn thất thiệp, phường bến nghé, quận 1, thành phố hồ chí minh",335116,2018-10-18,2024-05-17,77,42,Đường Tôn Thất Thiệp,Phường Bến Nghé,Quận 1,Hồ Chí Minh,True,Đường Tôn Thất Thiệp
13258538,hồ chí minh,quận 1,127 điện biên phủ phường đa kao quận 1 thành phố hồ chí minh,737196,2020-08-03,2022-10-31,3949,127,Đường Điện Biên Phủ,Phường Đa Kao,Quận 1,Hồ Chí Minh,True,Đường Điện Biên Phủ
1010110,hồ chí minh,quận 1,"27b, nguyễn đình chiểu, đakao, quận 1",148343,,2019-11-06,15,27B,Đường Nguyễn Đình Chiểu,Phường Đa Kao,Quận 1,Hồ Chí Minh,True,Đường Nguyễn Đình Chiểu
6950739,hồ chí minh,quận 1,"70 ngô đức kế, phường bến nghé, quận 1, tp. hồ chí minh.",456006,2019-05-31,2024-03-31,77,70,Đường Ngô Đức Kế,Phường Bến Nghé,Quận 1,Hồ Chí Minh,True,Đường Ngô Đức Kế
47187992,hồ chí minh,quận 1,"83/5c tổ 25 ấp 4, xuân thới thượng, hóc môn, hồ chí minh",500108556,2023-02-09,2024-02-03,63,4,Đường Xuân Thới Thượng Bà Điểm,Xã Bà Điểm,Huyện Hóc Môn,Hồ Chí Minh,True,Đường Xuân Thới Thượng Bà Điểm
52478827,hồ chí minh,quận 1,"khối phố 6, an xuân, tp tam kỳ, quảng nam",500282885,2023-07-26,2024-10-04,15,,,Phường An Xuân,Tam Kỳ,Quảng Nam,True,
49686311,hồ chí minh,quận 1,"237 trần quang khải, tân định, quận 1, tp. hcm",500198488,2023-04-24,2025-04-20,9,237,Đường Trần Quang Khải,Phường Tân Định,Quận 1,Hồ Chí Minh,True,Đường Trần Quang Khải
73145,hồ chí minh,quận 1,"161 nguyễn thị minh khai, p. phạm ngũ lão, q. 1, tp. hcm",813705,,2023-04-22,77,161,Đường Nguyễn Thị Minh Khai,Phường Phạm Ngũ Lão,Quận 1,Hồ Chí Minh,True,Đường Nguyễn Thị Minh Khai
51979633,hồ chí minh,quận 1,"2 đường số 13, khu phố 5, hiệp bình chánh, thủ đức",500265394,2023-07-12,2024-07-10,Trà sữa/Cà phê/Đồ uống,2,Đường Số 13,Phường Hiệp Bình Chánh,Thủ Đức,Hồ Chí Minh,True,Đường Số 13
50478220,hồ chí minh,quận 1,"471/3 phạm văn bạch, phường 15, quận tân bình",500221084,2023-05-24,2024-06-04,77,471/1,Hẻm 471 Phạm Văn Bạch,Phường 15,Quận Tân Bình,Hồ Chí Minh,True,Đường Phạm Văn Bạch
3189045,hồ chí minh,quận 1,"lầu 1, 79 pasteur, phường bến nghé, quận 1, tp. hồ chí minh",281300,2018-05-15,2038-06-15,15,79,Đường Pasteur,Phường Bến Nghé,Quận 1,Hồ Chí Minh,True,Đường Pasteur
36144419,hồ chí minh,quận 1,"st104 ,preah theat village , khan donpenh , phnompenh , cambodia",1152672,2021-11-17,2022-12-13,71,104,ផ្លូវ 82,ដូនពេញ,ភ្នំពេញ,ភ្នំពេញ,True,Đường ផ្លូវ 82
21160273,hồ chí minh,quận 1,"190 lý tự trọng, phường bến thành, quận 1 , tp hồ chí minh",855235,2021-01-12,2024-04-10,63,196,Đường Lý Tự Trọng,Phường Bến Thành,Quận 1,Hồ Chí Minh,True,Đường Lý Tự Trọng
18931884,hồ chí minh,quận 1,"212a/51 nguyễn trãi,, phường nguyễn cư trinh, quận 1, thành phố hồ chí minh",822948,2020-12-03,2023-03-12,3949,212B/203,Đường Nguyễn Trãi,Phường Nguyễn Cư Trinh,Quận 1,Hồ Chí Minh,True,Đường Nguyễn Trãi
948997,hồ chí minh,quận 1,7a thành thái - p14 - q10,143622,,2018-05-25,77,7A/5/1,Hẻm 7A/5 Thành Thái,Phường 14,Quận 10,Hồ Chí Minh,True,Hẻm 7A/5 Thành Thái
56864387,hồ chí minh,quận 1,"142 tổ 14c1, bình đa, biên hòa , đồng nai",500394891,2023-11-30,2024-11-29,71,,,Phường Bình Đa,Biên Hòa,Đồng Nai,True,
43740964,hồ chí minh,quận 1,"27b nguyễn đình chiểu, phường đa kao, quận 1, tp hồ chí minh",1487214,2022-09-30,2024-09-29,3472,27B,Đường Nguyễn Đình Chiểu,Phường Đa Kao,Quận 1,Hồ Chí Minh,True,Đường Nguyễn Đình Chiểu
290202,hồ chí minh,quận 1,"61/19 cô giang, f cầu ông lãnh, q1",142878,,2024-03-02,63,61/19,Hẻm 61 Cô Giang,Phường Cầu Ông Lãnh,Quận 1,Hồ Chí Minh,True,Đường Cô Giang
51333699,hồ chí minh,quận 1,"số 1 nguyễn đình chiểu, kp2, thị trấn ba tri,bến tre",500258381,2023-07-03,2024-06-27,65,,Đường Nguyễn Đình Chiểu,Thị Trấn Ba Tri,Huyện Ba Tri,Bến Tre,True,Đường Nguyễn Đình Chiểu
51407464,hồ chí minh,quận 1,"262 bùi viện, phường phạm ngũ lão, quận 1, tp. hồ chí minh",500247580,2023-06-20,2025-06-27,9,262,Đường Bùi Viện,Phường Phạm Ngũ Lão,Quận 1,Hồ Chí Minh,True,Đường Bùi Viện
4559723,hồ chí minh,quận 1,"33 mạc thị bưởi, phường bến nghé, quận 1, thành phố hồ chí minh",340624,2018-10-31,2025-01-01,3949,33,Đường Mạc Thị Bưởi,Phường Bến Nghé,Quận 1,Hồ Chí Minh,True,Đường Mạc Thị Bưởi
44653819,hồ chí minh,quận 1,"67 eo 261st, boeng salang, phnom penh, campuchia",500008455,2022-11-15,2024-11-11,77,67,ផ្លូវ 261,ទួលគោក,ភ្នំពេញ,ភ្នំពេញ,True,Đường ផ្លូវ 261
11949920,hồ chí minh,quận 1,"115 nguyễn thái bình, phường nguyễn thái bình, quận 1, thành phố hồ chí minh",654544,2020-04-05,2025-03-30,61,115,Đường Nguyễn Thái Bình,Phường Nguyễn Thái Bình,Quận 1,Hồ Chí Minh,True,Đường Nguyễn Thái Bình
39651515,hồ chí minh,quận 1,105 lạc long quân - xã tiến thành - phan thiết,1312736,2022-05-05,2023-04-30,3949,105,Đường Lạc Long Quân,Phường Tiên Cát,Việt Trì,Phú Thọ,True,Đường Lạc Long Quân
46136373,hồ chí minh,quận 1,60 nguyễn khuyến – p12 – bình thạnh,500076818,2022-12-20,2024-06-20,77,60,Hẻm 60 Nguyễn Khuyến,Phường 12,Quận Bình Thạnh,Hồ Chí Minh,True,Đường Nguyễn Khuyến
43905373,hồ chí minh,quận 1,"140 cô bắc, phường cô giang, quận 1, tp hcm",1496507,2022-10-12,2025-01-30,19,140,Đường Cô Bắc,Phường Cô Giang,Quận 1,Hồ Chí Minh,True,Đường Cô Bắc
1693251,hồ chí minh,quận 1,"phòng 801, lầu 8, tòa nhà cmard 2, 45 đinh tiên hoàng, phường bến nghé, quận 1, tp hồ chí minh",203692,,2020-05-30,11957,2,Hẻm 45 Đinh Tiên Hoàng,Phường Bến Nghé,Quận 1,Hồ Chí Minh,True,Đường Đinh Tiên Hoàng
7324632,hồ chí minh,quận 1,02 - phó đức chính - phường nguyễn thái bình - quận 1 - tp.hcm,457030,2019-06-19,2020-06-19,61,2,Đường Phó Đức Chính,Phường Nguyễn Thái Bình,Quận 1,Hồ Chí Minh,True,Đường Phó Đức Chính
1333992,hồ chí minh,quận 1,tầng 1 tòa nhà roasana 60 nguyễn đình chiểu p.đakao q.1,173876,,2019-07-15,77,60,Đường Nguyễn Đình Chiểu,Phường Đa Kao,Quận 1,Hồ Chí Minh,True,Đường Nguyễn Đình Chiểu
58138250,hồ chí minh,quận 1,"95 trần đại nghia, dĩ an, bình dương",500426065,2023-12-30,2024-12-30,Cà phê,95,Đường Trần Đại Nghĩa,Phường Bình Thắng,Dĩ An,Bình Dương,True,Đường Trần Đại Nghĩa
23056853,hồ chí minh,quận 1,"141 cô bắc, phường cô giang, quận 1, tphcm",875100,2021-02-22,2022-02-28,77,141,Đường Cô Bắc,Phường Cô Giang,Quận 1,Hồ Chí Minh,True,Đường Cô Bắc
20324193,hồ chí minh,quận 1,"số 16 cmt8, phường bến thành, quận 1, tp. hcm",844346,2020-12-28,2023-05-05,3949,,,Phường Bến Thành,Quận 1,Hồ Chí Minh,True,
40862958,hồ chí minh,quận 1,"145 bùi viện, p.phạm ngũ lão, q.1, tp.hcm",1359309,2022-06-24,2024-06-20,3949,145,Đường Bùi Viện,Phường Phạm Ngũ Lão,Quận 1,Hồ Chí Minh,True,Đường Bùi Viện
13834328,hồ chí minh,quận 1,"1301/82 hay street, haymarket nsw",717004,2020-12-26,2024-06-14,15,82,Hay St,Haymarket,Sydney,,True,Đường Hay St
263129,hồ chí minh,quận 1,"43 nguyễn văn giai, phường đa kao, quận 1, tp hcm",194175,,2018-09-02,77,43,Đường Nguyễn Văn Giai,Phường Đa Kao,Quận 1,Hồ Chí Minh,True,Đường Nguyễn Văn Giai
6138639,hồ chí minh,quận 1,"147 trần hưng đạo, phường cầu ông lãnh, quận 1, thành phố hồ chí minh",419087,2019-03-27,2024-02-01,77,147,Đường Trần Hưng Đạo,Phường Cầu Ông Lãnh,Quận 1,Hồ Chí Minh,True,Đường Trần Hưng Đạo
3243625,hồ chí minh,quận 1,"05 huỳnh thúc kháng, phường bến nghé, quận 1, tp. hồ chí minh",284938,2018-05-31,2019-12-01,3949,5,Đường Huỳnh Thúc Kháng,Phường Bến Nghé,Quận 1,Hồ Chí Minh,True,Đường Huỳnh Thúc Kháng
56996371,hồ chí minh,quận 1,"số 3b ký con, bến nghé q1, hcm",500399502,2023-11-30,2025-11-30,Quán ăn,,,,,,True,
12772515,hồ chí minh,quận 1,"42 nguyễn huệ, quận 1, tp hcm",683892,2020-05-25,2024-08-24,77,42,Đường Nguyễn Huệ,Phường Bến Nghé,Quận 1,Hồ Chí Minh,True,Đường Nguyễn Huệ
55514269,hồ chí minh,quận 1,"11/4 thắng lợi 2, tp dĩ an, bình dương",500357615,2023-10-20,2024-12-19,63,11,Hẻm 18 Khu Phố Thắng Lợi 2,Phường Dĩ An,Dĩ An,Bình Dương,True,Khu Phố Thắng Lợi 2
4298593,hồ chí minh,quận 1,"32a phạm ngọc thạch, phường tân định, quận 1
thành phố hồ chí minh",326166,2018-09-27,2024-11-25,77,58/21,Đường Phạm Ngọc Thạch,Phường Bến Nghé,Quận 1,Hồ Chí Minh,True,Đường Phạm Ngọc Thạch
47415343,hồ chí minh,quận 1,"232 đề thám, phường phạm ngũ lão, quận 1, hồ chí minh",200041989,2023-10-25,2025-10-18,Khách sạn 4-5*,232,Đường Đề Thám,Phường Phạm Ngũ Lão,Quận 1,Hồ Chí Minh,True,Đường Đề Thám
11907262,hồ chí minh,quận 1,"24 bis đông du, p. bến nghé, quận 1, tp.hcm",500003299,2020-03-24,2024-01-29,3949,24,Đường Đông Du,Phường Bến Nghé,Quận 1,Hồ Chí Minh,True,Đường Đông Du
53113111,hồ chí minh,quận 1,"46/4 phú định, phường 16, quận 08, hồ chí minh",200046156,2023-08-26,2024-09-25,Thẩm mỹ viện & Spa,46/4,Đường Phan Đình Phùng,Phường Tân Thành,Quận Tân Phú,Hồ Chí Minh,True,Đường Phan Đình Phùng
6596169,hồ chí minh,quận 1,"121/11 lê thị riêng, phường bến thành, quận 01, tp hồ chí minh",439967,2019-04-30,2020-04-27,77,121/11,Hẻm 121 Lê Thị Riêng,Phường Bến Thành,Quận 1,Hồ Chí Minh,True,Đường Lê Thị Riêng
47971567,hồ chí minh,quận 1,24 trần hưng đạo phạm ngũ lão q.1 tphcm,500139811,2023-02-28,2025-05-28,75,24,Đường Trần Hưng Đạo,Phường Phạm Ngũ Lão,Quận 1,Hồ Chí Minh,True,Đường Trần Hưng Đạo
50080743,hồ chí minh,quận 1,"40c hà thị đát, p. tân quý, quận tân phú",500209900,2023-05-08,2024-05-25,77,15/40C,Đường Hà Thị Đát,Phường Tân Sơn Nhì,Quận Tân Phú,Hồ Chí Minh,True,Đường Hà Thị Đát
12748876,hồ chí minh,quận 1,"70-72-74 phó đức chính, phường nguyễn thái bình, quận 1, hồ chí minh, vietnam",677447,2020-05-22,2024-08-28,61,74,Đường Phó Đức Chính,Phường Nguyễn Thái Bình,Quận 1,Hồ Chí Minh,True,Đường Phó Đức Chính
5637512,hồ chí minh,quận 1,"7f nguyễn thị minh khai, phường bến nghé, quận 1, tp.hcm.",428303,2019-03-16,2021-04-17,63,7,Đường Nguyễn Thị Minh Khai,Phường Bến Thành,Quận 1,Hồ Chí Minh,True,Đường Nguyễn Thị Minh Khai
53002510,hồ chí minh,quận 1,"thôn tiền tráng, tiên hà, tiên phước, quảng nam",500298177,2023-08-10,2024-10-19,73,,,Xã Tiên Hà,Huyện Tiên Phước,Quảng Nam,True,
49614222,hồ chí minh,quận 1,34 đặng thai mai - phường 07 - quận phú nhuận - thành phố hồ chí minh - việt nam,500196021,2023-04-21,2024-04-30,77,34,Đường Đặng Thai Mai,Phường 7,Quận Phú Nhuận,Hồ Chí Minh,True,Đường Đặng Thai Mai
44494733,hồ chí minh,quận 1,"210 lạc long quân, p. hưng long, tx chơn thành, bình phước",500245496,2023-06-08,2024-06-15,63,,,,,,True,
28351865,hồ chí minh,quận 1,philippines,930847,2021-05-08,2022-05-18,11957,,,,,,True,
39085823,hồ chí minh,quận 1,"31 cách mạng tháng 8, phường bến thành, quận 1, thành phố hồ chí minh",1287503,2022-04-01,2024-07-10,3949,31,Đường Cách Mạng Tháng 8,Phường Bến Thành,Quận 1,Hồ Chí Minh,True,Đường Cách Mạng Tháng 8
43529465,hồ chí minh,quận 1,"block a, chung cư mỹ phúc, 192 phạm đức sơn, q.8, tp.hcm",500079865,2023-06-07,2025-06-09,63,,,,,,True,
39504468,hồ chí minh,quận 1,"2a nguyễn thị minh khai, phường đa kao, quận 1, thành phố hồ chí minh",200012876,2022-07-13,2024-07-09,63922,2A,Đường Nguyễn Thị Minh Khai,Phường Đa Kao,Quận 1,Hồ Chí Minh,True,Đường Nguyễn Thị Minh Khai
8268862,hồ chí minh,quận 1,229/2 thích quãng đức - p4 - quận phú nhuận,1272214,2022-04-05,2024-06-30,3949,229/5,Hẻm 229 Thích Quảng Đức,Phường 4,Quận Phú Nhuận,Hồ Chí Minh,True,Đường Thích Quảng Đức
40716481,hồ chí minh,quận 1,"8 lê thị hồng gấm, nguyễn thị bình, quận 1, tp.hcm",1353378,2022-06-11,2024-12-10,61,42,Đường Lê Thị Hồng Gấm,Phường Nguyễn Thái Bình,Quận 1,Hồ Chí Minh,True,Đường Lê Thị Hồng Gấm
46113167,hồ chí minh,quận 1,"33d/4 hòa tân, tân hòa, lai vung, đồng tháp",500077340,2022-12-20,2023-12-20,67,,,Xã Tân Hòa,Huyện Lai Vung,Đồng Tháp,True,
45330152,hồ chí minh,quận 1,"516 dt743a, đông chiêu , tân đông hiệu, dĩ an , bình dương",500038151,2022-11-30,2025-04-28,73,,Đường Đông Chiêu,Phường Tân Đông Hiệp,Dĩ An,Bình Dương,True,Đường Đông Chiêu
56417567,hồ chí minh,quận 1,"153/1c nguyễn thượng hiền ,phường 6, bình thạnh, thành phố hồ chí minh",500380291,2023-11-27,2025-02-24,77,153/4/1,Hẻm 153 Nguyễn Thượng Hiền,Phường 6,Quận Bình Thạnh,Hồ Chí Minh,True,Đường Nguyễn Thượng Hiền
337509,hồ chí minh,quận 1,"40e ngô đức kế, quận 1",86369,,2017-11-12,77,40E,Đường Ngô Đức Kế,Phường Bến Nghé,Quận 1,Hồ Chí Minh,True,Đường Ngô Đức Kế
48830258,hồ chí minh,quận 1,"44 nam kỳ khởi nghĩa, p nguyễn thái bình q1 hcm",500171769,2023-03-27,2025-07-07,Quán ăn,44,Hẻm 44 Đường Nam Kỳ Khởi Nghĩa,Phường Nguyễn Thái Bình,Quận 1,Hồ Chí Minh,True,Đường Nam Kỳ Khởi Nghĩa
1528370,hồ chí minh,quận 1,"42 nguyễn huệ, phường bến nghé, q.1, tphcm",353228,2018-11-15,2020-02-15,77,42,Đường Nguyễn Huệ,Phường Bến Nghé,Quận 1,Hồ Chí Minh,True,Đường Nguyễn Huệ
53338821,hồ chí minh,quận 1,"279 hoàng sa, tân định, quận 1, hồ chí minh",500307369,2023-09-12,2026-03-10,Bida,279,Đường Hoàng Sa,Phường Tân Định,Quận 1,Hồ Chí Minh,True,Đường Hoàng Sa
35975763,hồ chí minh,quận 1,"5a phan kế bính, phường đa kao, quận 1, thành phố hồ chí minh, việt nam",1148812,2022-11-30,2024-06-06,63,5A,Đường Phan Kế Bính,Phường Đa Kao,Quận 1,Hồ Chí Minh,True,Đường Phan Kế Bính
56370104,hồ chí minh,quận 1,"379 nguyễn thị tú , bình hưng hòa b , bình tân",500381196,2023-11-10,2024-11-10,61,379,Đường Nguyễn Thị Tú,Phường Bình Hưng Hòa B,Quận Bình Tân,Hồ Chí Minh,True,Đường Nguyễn Thị Tú
48400661,hồ chí minh,quận 1,"48 hoàng sĩ khải, p. 14, q. 8",500156099,2023-03-18,2024-03-25,15,48,Đường Hoàng Sĩ Khải,Phường 14,Quận 8,Hồ Chí Minh,True,Đường Hoàng Sĩ Khải
2420845,hồ chí minh,quận 1,"số 19 lương hữu khánh, phường phạm ngũ lão, quận 1, tp. hcm",236966,,2020-07-24,3949,19,Đường Lương Hữu Khánh,Phường Phạm Ngũ Lão,Quận 1,Hồ Chí Minh,True,Đường Lương Hữu Khánh
28073702,hồ chí minh,quận 1,"4-9-17 asahi-cho, soka-shi, japan",925792,2021-04-28,2024-04-28,11957,,,,,,True,
480090,hồ chí minh,quận 1,"lầu 1 86 nguyễn huệ, phường bến nghé, quận 1, tp hcm",308565,2019-08-19,2021-08-19,3949,86,Đường Nguyễn Huệ,Phường Bến Nghé,Quận 1,Hồ Chí Minh,True,Đường Nguyễn Huệ
51335484,hồ chí minh,quận 1,"tổ dân phố 5, tt.plei kần, ngọc hồi, kon tum",500247244,2023-06-26,2025-06-26,67,,,,Huyện Ngọc Hồi,Kon Tum,True,
8386719,hồ chí minh,quận 1,"99b lý tự trọng , phường bến thành quận 1,tp.hcm",515075,2019-08-24,2020-09-02,77,99B,Đường Lý Tự Trọng,Phường Bến Thành,Quận 1,Hồ Chí Minh,True,Đường Lý Tự Trọng
55371261,hồ chí minh,quận 1,"4/17a ấp 3, xã đông thành, hóc môn, tp.hcm",500381509,2023-11-14,2024-12-10,77,,,,,,True,
2024831,hồ chí minh,quận 1,"36 lê thị riêng , q1",223820,,2019-02-13,11957,36,Đường Lê Thị Riêng,Phường Thới An,Quận 12,Hồ Chí Minh,True,Đường Lê Thị Riêng
54279523,hồ chí minh,quận 1,"14a/3 nguyễn du, bình dáng, bình hòa, thuận an, bình dương",500333389,2023-09-27,2025-09-21,Khu vui chơi,14/4,Đường Nguyễn Du,Phường Bình Hòa,Thuận An,Bình Dương,True,Đường Nguyễn Du
49632574,hồ chí minh,quận 1,"46/29 trần văn đang,phường 12, quận 3, hcm",500201505,2023-04-28,2024-05-05,15,,Hẻm 29 Đường Trần Văn Đang,Phường 9,Quận 3,Hồ Chí Minh,True,Đường Trần Văn Đang
52338441,hồ chí minh,quận 1,"tổ 1, ấp k54, lộc thiện, lộc ninh, bình phước",500278478,2023-07-26,2024-08-25,Quán ăn,,,Xã Lộc Thiện,Huyện Lộc Ninh,Bình Phước,True,
6135745,hồ chí minh,quận 1,"212/190/24 nguyễn văn nguyễn, phường tân định, quận 1, tp.hcm",416742,2019-03-25,2023-03-25,77,212/190/24,Hẻm 212/190 Nguyễn Văn Nguyễn,Phường Tân Định,Quận 1,Hồ Chí Minh,True,Đường Nguyễn Văn Nguyễn
2382437,hồ chí minh,quận 1,số 52 đông du - phường bến nghé - quận 1 - tp hồ chí minh,242069,2018-01-31,2022-02-15,15,52,Đường Đông Du,Phường Bến Nghé,Quận 1,Hồ Chí Minh,True,Đường Đông Du
44111048,hồ chí minh,quận 1,"130, cô bắc, phường cô giang, quận 1, tp. hồ chí minh",500072692,2022-12-16,2024-06-30,3949,134,Đường Cô Bắc,Phường Cô Giang,Quận 1,Hồ Chí Minh,True,Đường Cô Bắc
611641,hồ chí minh,quận 1,60lm lê thị riêng q1,114975,,2021-05-01,77,60LM,Hẻm 60 Lê Thị Riêng,Phường Bến Thành,Quận 1,Hồ Chí Minh,True,Đường Lê Thị Riêng
6542112,hồ chí minh,quận 1,"90 võ thị sáu, phường tân định, quận 1, tp hồ chí minh",438626,2019-04-30,2021-10-26,77,90,Đường Võ Thị Sáu,Phường Tân Định,Quận 1,Hồ Chí Minh,True,Đường Võ Thị Sáu
53459923,hồ chí minh,quận 1,"68 huỳnh thúc kháng, quận 1, hcm",200045874,2023-08-24,2024-09-02,Nails Mi,68,Đường Huỳnh Thúc Kháng,Phường Bến Nghé,Quận 1,Hồ Chí Minh,True,Đường Huỳnh Thúc Kháng
53610929,hồ chí minh,quận 1,160 bis bùi thị xuân - phường phạm ngũ lão - quận 1 - tp hồ chí minh,500325990,2023-09-30,2024-09-25,77,160,Đường Bùi Thị Xuân,Phường Phạm Ngũ Lão,Quận 1,Hồ Chí Minh,True,Đường Bùi Thị Xuân
1024828,hồ chí minh,quận 1,"26 lý tự trọng, q1",149416,,2018-06-03,3949,26,Đường Lý Tự Trọng,Phường Bến Nghé,Quận 1,Hồ Chí Minh,True,Đường Lý Tự Trọng
53447270,hồ chí minh,quận 1,"153 trần hưng đạo, tri tôn, an giang",500310814,2023-08-26,2025-08-26,Quán ăn,152,Đường Trần Hưng Đạo,Thị Trấn Tri Tôn,Huyện Tri Tôn,An Giang,True,Đường Trần Hưng Đạo
11890091,hồ chí minh,quận 1,"39 lương hữu khánh, phường phạm ngũ lão, quận 1, tphcm, vn.",655628,2020-03-25,2024-04-05,71,39,Đường Lương Hữu Khánh,Phường Phạm Ngũ Lão,Quận 1,Hồ Chí Minh,True,Đường Lương Hữu Khánh
48710517,hồ chí minh,quận 1,tdp5 – tt mada guôi – đạ huoai – lâm đồng,200033371,2023-04-05,2024-03-30,Thẩm mỹ viện & Spa,,,,Huyện Đạ Huoai,Lâm Đồng,True,
