,place_id,name,main_category,phone,address
787,ChIJy_r_svarNTERdtsyCvvWnb0,Cafe Phố Cũ,Quán cà phê,0939 389 900,"Cafe Phố Cũ, 39A P. Liên Trì, Trần Hưng Đạo, Hoàn Kiếm, Hà Nội"
788,ChIJKc144niJoDERiJJ6ePYdL9k,Cà Phê Mộc,Quán cà phê,0985 126 711,"2QF4+JWM Cà Phê Mộc, Khu dân cư 91B, Ninh Kiều, Cần Thơ 900000"
789,ChIJ-_SVga6JoDERQkg5F0SSSok,Cafe Emi,Quán cà phê,,"2QPJ+5FC Cafe Emi, Đ. Đề Thám, An Cư, Ninh Kiều, Cần Thơ"
790,ChIJSQOoM8GJoDERp2bzOAj0524,CÀ PHÊ MILANO - NGUYỄN ĐỆ,Quán cà phê,0919 520 179,"CÀ PHÊ MILANO - NGUYỄN ĐỆ, 13 Đ. Nguyễn Đệ, An Hoà, Ninh Kiều, Cần Thơ"
791,ChIJo2-qlGqIoDERDtu1BxMVWJ4,Cà Phê Meo Happy,Quán cà phê,0987 563 969,"Cà Phê Meo Happy, 163c/7 Đ. Nguyễn Văn Cừ, Phường An Khánh, Ninh Kiều, Cần Thơ"
792,ChIJx2iMZBGIoDERm-sijgZIjks,Cà Phê Cây Khế,Quán cà phê,0903 368 226,"Cà Phê Cây Khế, 121 Đ. Nguyễn Văn Cừ, Phường An Khánh, Ninh Kiều, Cần Thơ"
793,ChIJWb77MEuIoDEROBzJ6IOWOD8,Quán Cà Phê Minh Thư,Quán cà phê,0292 3838 694,"Quán Cà Phê Minh Thư, 10, Đường 3/2, Quận Ninh Kiều, TP Cần Thơ, Hưng Lợi, Ninh Kiều, Cần Thơ"
794,ChIJ2U1F-LeJoDERqXlE22LvKHQ,Cafe Minh Phúc,Quán cà phê,,"2QC3+V75 Cafe Minh Phúc, Đ. Trần Hoàng Na, Phường An Khánh, Ninh Kiều, Cần Thơ"
795,ChIJP2IHp_BjoDERtcXxrfl3XDg,Cà Phê Chất,Quán cà phê,0939 828 929,"Cà Phê Chất, 6B Đ. Ng. Hữu Hạnh, Tân An, Ninh Kiều, Cần Thơ"
796,ChIJFddpMSCJoDERk-HWNrpaF8k,Cafe Sao Mai,Quán cà phê,0901 012 318,"Cafe Sao Mai, QL91B Đ. Nguyễn Văn Linh, Hưng Lợi, Bình Thủy, Cần Thơ"
797,ChIJMaNQiDiIoDERAQOglmEsERs,Quán Cà Phê 24h,Quán cà phê,0939 440 487,"2QG5+7RJ Quán Cà Phê 24h, Nguyễn Văn Linh, Phường Hưng Lợi, Quận Ninh Kiều, Hưng Lợi, Ninh Kiều, Cần Thơ"
798,ChIJJ6gqm0GIoDEReir_-AwXAHg,Cafe Net Hà,Quán cà phê,,"Cafe Net Hà, 10°01'54.5""N 105°45'12.4""E, 373C Đ. Nguyễn Văn Cừ, Phường An Khánh, Ninh Kiều, Cần Thơ"
802,ChIJk1NsXiGIoDERk_pKg5g0sCE,Quán Cà Phê Xin Chào,Quán cà phê,,"Quán Cà Phê Xin Chào, 66 Đ. Mậu Thân, Xuân Khánh, Ninh Kiều, Cần Thơ"
804,ChIJ0_XJMPJjoDERAc21mg9LnFw,Cafe 1998,Quán cà phê,0799 636 063,"Cafe 1998, Sông Hậu, Cái Khế, Ninh Kiều, Cần Thơ"
813,ChIJTXcHmiGJoDERR45sgnV9Hl8,TRUNG VY COFFEE - Chuỗi Quán Cung Cấp Cafe Hạt ÁI XUÂN.,Quán cà phê,,"TRUNG VY COFFEE - Chuỗi Quán Cung Cấp Cafe Hạt ÁI XUÂN., 277 Đ. Nguyễn Văn Cừ, An Hoà, Ninh Kiều, Cần Thơ"
817,ChIJryGZHj2JoDERhFw-pqePnsw,Coffee Gu 22,Quán cà phê,0905 860 890,"Coffee Gu 22, 298/4 Hẻm 4, Phường An Khánh, Ninh Kiều, Cần Thơ"
821,ChIJ0SyE0bCJoDERYShCSQpIY_4,Quán Cà Phê Ven Sông,Quán cà phê,0939 692 944,"Quán Cà Phê Ven Sông, 1A Nguyễn Trãi, Lê Bình, Cái Răng, Cần Thơ"
825,ChIJpyVzCLOJoDERR5fbAEbSXtA,Cà Phê Diệu Ngân,Quán cà phê,0994 513 979,"2Q52+X67 Cà Phê Diệu Ngân, 98 Đ. 3 Tháng 2, An Bình, Ninh Kiều, Cần Thơ"
827,ChIJ28Dw1G6JoDER9qOZy9K7tZg,Cà Phê & Bida Duy Khôi,Quán cà phê,0908 723 457,"Cà Phê & Bida Duy Khôi, 30/28 KDC 30, Hưng Lợi, Ninh Kiều, Cần Thơ"
830,ChIJ2fYYlPZjoDERoeb60ZSRVqc,Đồng Khởi Coffee,Quán cà phê,0939 141 672,"Đồng Khởi Coffee, 23 Đ. Đồng Khởi, Tân An, Ninh Kiều, Cần Thơ"
832,ChIJbdyBX6BioDERCrynIlcBS5Q,Cà Phê Cà Mau,Quán cà phê,,"Cà Phê Cà Mau, 12 Đ. Nguyễn Khuyến, Tân An, Ninh Kiều, Cần Thơ"
833,ChIJbZnWIr9joDERggQNHbP76kI,CÀ PHÊ K30,Quán cà phê,0292 2222 245,"CÀ PHÊ K30, LÔ K30, KHU DÂN CƯ NÔNG THỔ SẢN, Q, P, Cái Răng, Cần Thơ"
836,ChIJMdHBfqFioDER6inmeF47sSg,Quán Cà Phê Hồng,Quán cà phê,0292 3827 628,"Quán Cà Phê Hồng, 12 Đường Đ. Trần Quốc Toản, Tân An, Ninh Kiều, Cần Thơ"
842,ChIJtw5C12CJoDERKstElRlcH9M,Phúc Long Coffee & Tea (Vincom Hùng Vương),Phòng trà,,"Phúc Long Coffee & Tea (Vincom Hùng Vương), 2 Hùng Vương, Thới Bình, Ninh Kiều, Cần Thơ"
843,ChIJOW73WkyJoDERpdJUf0g6_3A,Cookie Coffee,Quán cà phê,0939 818 312,"Cookie Coffee, 37 Đ. Nguyễn Văn Cừ, An Hoà, Ninh Kiều, Cần Thơ 90000"
844,ChIJVxokokOJoDERBuzl1X63hkw,Shan Tuyết Tea and Coffee,Quán cà phê,,"Shan Tuyết Tea and Coffee, 138k Đ. Nguyễn Văn Cừ, Phường An Khánh, Ninh Kiều, Cần Thơ"
845,ChIJkUnWnC2IoDERqRrK65LPH3o,Quán Café 262A,Quán cà phê,0292 3840 217,"Quán Café 262A, 262A Tầm Vu, Hưng Lợi, Ninh Kiều, Cần Thơ"
846,ChIJ7RN9UxOIoDEROwgTI0aLWP0,Cà Phê Căn Tin,Quán cà phê,,"2QR5+28M Cà Phê Căn Tin, Đ. Nguyễn Tri Phương, Phường An Khánh, Ninh Kiều, Cần Thơ"
847,ChIJc80jL7yJoDERH7F7CQmIHIM,Cà Phê YẾN,Quán cà phê,,"2PMW+GVP Cà Phê YẾN, Unnamed Road, Phường An Khánh, Ninh Kiều, Cần Thơ"
848,ChIJWekk1x2JoDERv1EqHOycBkw,Cà Phê CÂY TRỨNG CÁ XINH,Quán cà phê,0945 498 030,"Cà Phê CÂY TRỨNG CÁ XINH, 4 Đ. Nguyễn Văn Cừ, Phường An Khánh, Ninh Kiều, Cần Thơ"
849,ChIJ2ZEip0KIoDERpqhi_47AZxw,Cà Phê Hoa Cau,Quán cà phê,,"Cà Phê Hoa Cau, 339 Đ. Nguyễn Văn Linh, Phường An Khánh, Ninh Kiều, Cần Thơ"
851,ChIJO7eakUKIoDERDZGUjL_Dmhw,Cà Phê Khả Phương Siêng,Quán cà phê,,"Cà Phê Khả Phương Siêng, 345 Đ. Nguyễn Văn Linh, Phường An Khánh, Ninh Kiều, Cần Thơ"
852,ChIJT_OvwfKJoDERI-2mum2hKLM,SOHA coffee & tea,Quán cà phê,0368 505 789,"SOHA coffee & tea, 120 Nguyễn Văn Cừ Nối Dài, An Bình, Ninh Kiều, Cần Thơ"
853,ChIJXywOt1WIoDERipcV1RgenoI,Cà Phê Phương Mai,Quán cà phê,,"2P8Q+Q2R Cà Phê Phương Mai, An Bình, Bình Thủy, Cần Thơ"
854,ChIJAYNRMlGIoDER-egZV-8MRpM,Cafe Ali,Quán cà phê,,"2PCR+3FP Cafe Ali, An Bình, Ninh Kiều, Cần Thơ"
859,ChIJGSEGQzeJoDERZ6zag3HYwjA,Cà Phê Đại Phát,Quán cà phê,0907 291 074,"Cà Phê Đại Phát, 21 Đ. A3, Hưng Lợi, Ninh Kiều, Cần Thơ"
860,ChIJmehy5jaIoDERg-h8wIwtdag,Quán Cà Phê Cối Xay Gió,Quán cà phê,0292 2210 789,"Quán Cà Phê Cối Xay Gió, Tp, 151 Hẻm 132 Đ. 3 Tháng 2, Hưng Lợi, Ninh Kiều, Cần Thơ 900000"
861,ChIJcfI0FFqJoDERe-dZgdvbY6c,Coffee khánh tiên,Quán cà phê,0932 637 196,"Coffee khánh tiên, 118 14 Đ. Trần Hoàng Na, Hưng Lợi, Ninh Kiều, Cần Thơ"
862,ChIJVzm_ob-JoDERwOvwf05UZic,Phyto Cafe-Cafe Dinh Dưỡng,Quán cà phê,,"Phyto Cafe-Cafe Dinh Dưỡng, 449 Đ. 30 Tháng 4, Hưng Lợi, Ninh Kiều, Cần Thơ"
864,ChIJQwS4f0-JoDERBsV8lx21ohI,MILAN COFFEE -BILLARDS,Quán cà phê,0916 469 933,"MILAN COFFEE -BILLARDS, Hẻm 51 hồ bún xáng, Cần Thơ"
868,ChIJz7ahNw-JoDERZ8WMz1HZt4M,Cafe Thảo,Quán cà phê,,"Cafe Thảo, Phường An Khánh, Ninh Kiều, Cần Thơ"
870,ChIJkfWWRv-HoDER79EIPMz915k,Cafe Bảy Cây Sưa,Quán cà phê,,"3Q5J+9CV Cafe Bảy Cây Sưa, Đ. Nguyễn Văn Cừ, Cái Khế, Ninh Kiều, Cần Thơ"
871,ChIJBbayGsaJoDERr-G3TelqZ-Y,Cà phê tình nhân Bi Coffee 3,Quán cà phê,0789 687 968,"Cà phê tình nhân Bi Coffee 3, 236 Nguyễn Văn Cừ Nối Dài, Phường An Khánh, Ninh Kiều, Cần Thơ"
873,ChIJl4djVv-HoDERc5_2E3bgQ28,Cà phê Số Đỏ,Quán cà phê,0292 3855 685,"Cà phê Số Đỏ, 6/138c Đ. Nguyễn Văn Cừ, Cái Khế, Ninh Kiều, Cần Thơ"
878,ChIJxw8ZGASIoDERHxp6vxbUpe4,Quán Cà Phê Bằng Lăng,Quán cà phê,0292 3832 471,"Quán Cà Phê Bằng Lăng, 24/44A, Trần Việt Châu, Quận Ninh Kiều, Tp Cần Thơ"
879,ChIJg_CQBKVjoDER8I9v57V281A,Lona Coffee House,Quán cà phê,0783 994 666,"Lona Coffee House, Bờ kè, Sông Hậu, Cái Khế, Ninh Kiều, Cần Thơ 900000"
885,ChIJMcOb1N1joDERlRLWPMXwwWo,CÀ PHÊ TOMMY,Quán cà phê,,"CÀ PHÊ TOMMY, 11-6 Trần Quang Khải, Cái Khế, Ninh Kiều, Cần Thơ"
894,ChIJt17DmK-JoDERXwaWZ2e06So,Rex Coffee,Quán cà phê,,"Rex Coffee, 75 Đ. Võ Trường Toản, An Hoà, Ninh Kiều, Cần Thơ"
898,ChIJO9A4uk2JoDER0ppy_nn-HgI,Tiệm cà phê Phúc 1975,Quán cà phê,0333 032 939,"2QQ8+WHV Tiệm cà phê Phúc 1975, Hẻm 51, Xuân Khánh, Ninh Kiều, Cần Thơ"
900,ChIJR81FQEOJoDERt_mAM_gJby4,Cà phê bánh Muồng Hoa Đào,Quán cà phê,,"Cà phê bánh Muồng Hoa Đào, Hem 9, Đ. Trần Nam Phú, Phường An Khánh, Ninh Kiều, Cần Thơ"
904,ChIJc7pgObKJoDERa62pEit39Mo,Coffee Tường Vy,Quán cà phê,0766 958 921,"Coffee Tường Vy, 4 Lộ Vòng Cung, An Bình, Ninh Kiều, Cần Thơ"
905,ChIJt0CsbzqIoDERLeFKl3uo5p8,Pha Lê Cafe,Quán cà phê,,"Pha Lê Cafe, 232 Đ. 3 Tháng 2, An Bình, Ninh Kiều, Cần Thơ"
908,ChIJa1RCkPaJoDERiXcb7QSYA_A,Nâu Coffee,Quán cà phê,0933 719 109,"Nâu Coffee, 65 Đ. A3, Khu dân cư 91B, Ninh Kiều, Cần Thơ"
909,ChIJG62j02yJoDER-3EQC0U0gX4,Cà Phê Võng Bảy Trường,Quán cà phê,,"Cà Phê Võng Bảy Trường, 410 Đ. Nguyễn Văn Linh, Hưng Lợi, Ninh Kiều, Cần Thơ"
915,ChIJORSgbTyHoDERKEdbPCEcvBc,Cafe Sóc Cần Thơ,Quán cà phê,,"3Q65+XMF Cafe Sóc Cần Thơ, Hẻm 91 Cách Mạng Tháng Tám, An Thới, Bình Thủy, Cần Thơ"
916,ChIJqWPanOOJoDERCrcfKwYKp_Y,Cafe Like,Quán cà phê,,"Cafe Like, 16-18 Đ. Phan Văn Trị, An Lạc, Ninh Kiều, Cần Thơ"
917,ChIJJa--aTSIoDER_qbtK8JZpQA,Quán Cà Phê 150,Quán cà phê,0292 3837 461,"Quán Cà Phê 150, 150, Đường 30/4, Quận Ninh Kiều, Hưng Lợi, Ninh Kiều, Cần Thơ"
918,ChIJnTsMv2OrNTERhQfH0wpy0oM,Quán cafe đẹp,Quán cà phê,,"2R7J+2V2 Quán cafe đẹp, Nam Đồng, Đống Đa, Hà Nội"
937,ChIJrVQorW2IoDERD9TuU4X530Q,Cà Phê Lý Tưởng,Quán cà phê,0909 957 555,"Cà Phê Lý Tưởng, 95 Đ. Số 2, Phường An Khánh, Ninh Kiều, Cần Thơ"
938,ChIJn8yyzXeJoDER-R3O5K3ZgIU,Cà Phê 39,Quán cà phê,0949 535 468,"Cà Phê 39, 39 Đ. Tô Hiến Thành, Phường An Khánh, Ninh Kiều, Cần Thơ"
939,ChIJQc-jkwmJoDERIC5HuJiAYcY,Cà phê rang mộc 1 & 2,Quán cà phê,,"Cà phê rang mộc 1 & 2, 134 Đ. Nguyễn Văn Cừ, Phường An Khánh, Ninh Kiều, Cần Thơ"
940,ChIJ9YWlsFiJoDERflFVaiW7RM8,Quán Cà Phê MU ( MU COFFEE SPORT),Quán cà phê,0939 986 388,"Quán Cà Phê MU ( MU COFFEE SPORT), Góc số 7 và, Đ. Số 2, khu CBĐHCT, Ninh Kiều, Cần Thơ"
943,ChIJhe03QtWJoDERlZax1NmlFP4,Cafe Milano,Quán cà phê,,"Cafe Milano, 337 Đ. Nguyễn Văn Linh, Phường An Khánh, Ninh Kiều, Cần Thơ"
945,ChIJ11oL10SIoDER16QqXs2zWLY,Quán Cafe BiBi,Quán cà phê,0913 784 646,"Quán Cafe BiBi, 40 Nguyễn Văn Cừ Nối Dài, An Bình, Ninh Kiều, Cần Thơ"
947,ChIJJXqsIFGIoDER7r9p9PvoOk0,Cà Phê Ngọc Xoan,Quán cà phê,0786 644 468,"Cà Phê Ngọc Xoan, 261 Nguyễn Văn Cừ Nối Dài, An Bình, Ninh Kiều, Cần Thơ"
948,ChIJb1iWkFqIoDERugofUOymMEY,Tiệm Cà Phê Ngọc Giàu,Quán cà phê,0292 3502 337,"Tiệm Cà Phê Ngọc Giàu, 10K4, Đường Nguyễn Văn Cừ, Quận Ninh Kiều, An Bình, Ninh Kiều, Cần Thơ"
951,ChIJNZt9Ya2JoDERfh9HlL2b7pk,Quán Cà Phê Thanh Trúc,Quán cà phê,0939 957 678,"Quán Cà Phê Thanh Trúc, 247E, Đường Cái Sơn Hàng Bàng, Quận Cái Răng, An Bình, Ninh Kiều, Cần Thơ"
955,ChIJKeDW-6CJoDERZk_Rg-RhbNY,Quán Cà Phê Thanh Thúy,Quán cà phê,0292 3743 547,"Quán Cà Phê Thanh Thúy, 65, Đường Lộ Vòng Cung, Quận Ninh Kiều, An Bình, Ninh Kiều, Cần Thơ"
962,ChIJoT6GjDaIoDERndTNfnwwyUw,Quán Cà Phê 119,Quán cà phê,0292 3830 458,"Quán Cà Phê 119, 119, Đường 3/2, Quận Ninh Kiều, Hưng Lợi, Ninh Kiều, Cần Thơ"
963,ChIJExBtQjiIoDER0xDAQV9rohA,Quán Cà Phê Hồng Nhung,Quán cà phê,0772 981 137,"Quán Cà Phê Hồng Nhung, 31 Quốc Lộ 91B, Quận Ninh Kiều, Tp Cần Thơ"
966,ChIJ-Uuc9jSIoDERigb4f0FCMVc,Cà Phê Trân Trân,Quán cà phê,0292 6250 655,"Cà Phê Trân Trân, 153 Đ. 30 Tháng 4, Hưng Lợi, Ninh Kiều, Cần Thơ"
973,ChIJX8Z0gCyJoDERou9KLwLLAjw,CAFE MỘC 1986,Quán cà phê,0977 170 977,"CAFE MỘC 1986, 1 Đ. Mậu Thân, Xuân Khánh, Ninh Kiều, Cần Thơ"
975,ChIJTyymWkZjoDERVVqeXnmkpaI,Cà phê bảo tàng,Quán cà phê,,"Cà phê bảo tàng, 1 Đại lộ Hoà Bình, Tân An, Ninh Kiều, Cần Thơ"
978,ChIJDaX6PyeIoDER--Dv9lfv2KU,Coffee MINH ( cà phê ) nguyên chất,Quán cà phê,,"Coffee MINH ( cà phê ) nguyên chất, 1a Quang Trung, An Lạc, Ninh Kiều, Cần Thơ"
979,ChIJozwNBDeJoDERXM60BsfTaBw,Tiệm cà phê 1990s,Quán cà phê,0907 383 665,"Tiệm cà phê 1990s, 77 Đ. Trần Văn Hoài, Xuân Khánh, Ninh Kiều, Cần Thơ"
980,ChIJ7XhicgGJoDERmwJMZOxD-lA,A Coffee,Quán cà phê,0971 189 518,"A Coffee, 6 Đường B39, Khu dân cư 91B, Ninh Kiều, Cần Thơ 90000"
981,ChIJ0ZappTKJoDER_HoDEjICiXo,Cửa Hàng Cà Phê 65,Quán cà phê,,"Cửa Hàng Cà Phê 65, Cầu 3, Đ. Nguyễn Văn Linh, Phường An Khánh, Ninh Kiều, Cần Thơ"
982,ChIJga_WxTWIoDERY9VUyW72qVI,Cà Phê 93,Quán cà phê,,"Cà Phê 93, 95 Đ. 3 Tháng 2, Hưng Lợi, Ninh Kiều, Cần Thơ"
983,ChIJpYfNQjqIoDERmhlfFV_N8ps,Quán Cà Phê 178/4,Quán cà phê,0292 2460 343,"Quán Cà Phê 178/4, 178/2, Đường 3/2, Quận Ninh Kiều, Tp Cần Thơ, Đ. 3 Tháng 2, Hưng Lợi, Ninh Kiều, Cần Thơ"
984,ChIJ0Sq6DD4vdTERwUZF1w5QOaw,View Đẹp,Quán cà phê,,"View Đẹp, 159 Đ. Phạm Ngũ Lão, Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh"
993,ChIJm5Q-CbyHoDER7xMrqR6HkFM,Cafe Bảo Anh,Quán cà phê,0888 178 718,"Cafe Bảo Anh, 91 Đ. Nguyễn Văn Cừ, Cồn Khương, Ninh Kiều, Cần Thơ"
999,ChIJwwYW2LNjoDERe4eynM5YV04,Cafe Võng Sân Vườn Minh Thư,Quán cà phê,0939 699 802,"Cafe Võng Sân Vườn Minh Thư, 3A Lê Lợi, Cái Khế, Ninh Kiều, Cần Thơ"
1022,ChIJ6ewbWTRjoDERkTRoOor1cCk,Golden Coffee,Quán cà phê,,"Golden Coffee, 13 Nguyễn Trãi, An Hội, Ninh Kiều, Cần Thơ"
1023,ChIJ_ZeIN2WJoDERNAc7kcobMX0,Cà phê sân vườn,Quán cà phê,,"Cà phê sân vườn, 15 Đường Yết Kiêu, An Nghiệp, Ninh Kiều, Cần Thơ"
1026,ChIJc6h8PsiJoDERrrOiJOqZPy8,Cà Phê Ngọc Nhớ,Quán cà phê,0939 220 102,"Cà Phê Ngọc Nhớ, 686 Đ. Mậu Thân, An Hoà, Ninh Kiều, Cần Thơ"
1032,ChIJwfEq7ECJoDERfYv8D9-3nD4,Cà Phê Cát Tường,Quán cà phê,,"Cà Phê Cát Tường, 294 Võ Văn Kiệt, An Thới, Bình Thủy, Cần Thơ"
1034,ChIJ9XpuudyJoDERWpLUqF_5_ps,Cafe An Nhiên,Quán cà phê,,"Cafe An Nhiên, 111 Võ Văn Kiệt, An Hoà, Ninh Kiều, Cần Thơ"
1039,ChIJO5bRkWuIoDERRjYph26JWsc,Quán Cà Phê Tuấn,Quán cà phê,0814 214 239,"Quán Cà Phê Tuấn, 17, Đường 18, Khu Tái Định Cư, Phường An Khánh, Quận Ninh Kiều, Thành Phố Cần Thơ, Phường An Khánh, Ninh Kiều, Cần Thơ"
1041,ChIJk2dIDzOJoDERPO6CqpzHr-w,Cà Phê Sạch Black Gold - MiO,Quán cà phê,,"Cà Phê Sạch Black Gold - MiO, 385 Đ. Trần Nam Phú, Xuân Khánh, Ninh Kiều, Cần Thơ 900000"
1044,ChIJOW1tkBSIoDERatED5CEbnkM,Tiệm Cà Phê Chiến Thắng,Quán cà phê,0292 3600 790,"Tiệm Cà Phê Chiến Thắng, 132, Nguyễn Văn Cừ, Quận Ninh Kiều, Phường An Khánh, Ninh Kiều, Cần Thơ"
1047,ChIJbWQF9kKIoDERnc9D0K2f1OQ,Quán Cà Phê Hồng Ngọc,Quán cà phê,0292 2240 189,"Quán Cà Phê Hồng Ngọc, 307 QL91B, Phường An Khánh, Ninh Kiều, Cần Thơ"
1048,ChIJHWy5BmiIoDERdRW8wSUVHgU,Quán Cà Phê Ngọc Lan,Quán cà phê,0938 520 843,"2PMW+WV8 Quán Cà Phê Ngọc Lan, QL91B, Phường An Khánh, Ninh Kiều, Cần Thơ"
1050,ChIJnYg5HZ-JoDERbw2RHaw0XKI,Cafe võng,Quán cà phê,,"2PPX+W8X Cafe võng, Đường Số 3, Phường An Khánh, Ninh Kiều, Cần Thơ"
1054,ChIJIV6p60OIoDERT8_m-774FjU,Quán Ca Phê Wif 99,Quán cà phê,,"Quán Ca Phê Wif 99, 138 Nguyễn Văn Cừ Nối Dài, Phường An Khánh, Ninh Kiều, Cần Thơ"
1056,ChIJZcMBIVGIoDEREbgf_hbd_nw,Café Soccer,Quán cà phê,,"Café Soccer, 413 Nguyễn Văn Cừ Nối Dài, An Bình, Ninh Kiều, Cần Thơ"
1067,ChIJJc-p2I-rNTERUJFiMSufmkQ,Cà Phê Kiến,Quán cà phê,,"Cà Phê Kiến, 4 P. Đỗ Hành, Nguyễn Du, Hai Bà Trưng, Hà Nội"
1068,ChIJM6T5DrKJoDERoK0ny_JI4Gg,Cafe Anh Khoa,Quán cà phê,0292 3914 738,"Cafe Anh Khoa, 226 Lộ Vòng Cung, An Bình, Ninh Kiều, Cần Thơ"
1080,ChIJcSDjXrOJoDERC6zzWL8jOsY,Quán Cà Phê KAFFA ( hồng thủy cũ),Quán cà phê,,"Quán Cà Phê KAFFA ( hồng thủy cũ), 107 Đ. 3 Tháng 2, An Bình, Ninh Kiều, Cần Thơ"
1082,ChIJRQH3EUCJoDERaeU6RkfSnus,Cà phê Balli,Quán cà phê,,"Cà phê Balli, 350D Đ. Trần Hoàng Na, KV6, Ninh Kiều, Cần Thơ"
1085,ChIJFZ0O1DSIoDERcgnF2q391M0,Quán Cà Phê Duy,Quán cà phê,0292 3840 883,"Quán Cà Phê Duy, 91/37, Đường 30/4, Quận Ninh Kiều, Tp Cần Thơ, Hưng Lợi, Ninh Kiều, Cần Thơ"
1088,ChIJW_IWFdCJoDERxVh3XcrheJM,Coffee Nhân Trí 4.0,Quán cà phê,0292 2222 248,"Coffee Nhân Trí 4.0, 70 Ngô Sĩ Liên, Hưng Lợi, Ninh Kiều, Cần Thơ"
1089,ChIJv5PJZDiIoDERYlBrfYfQ858,Cà Phê Sân Vườn Thời Gian,Quán cà phê,,"Cà Phê Sân Vườn Thời Gian, 321 Đ. Nguyễn Văn Linh, Hưng Lợi, Ninh Kiều, Cần Thơ"
1090,ChIJifu5SjWIoDERR3i5AEf35jo,Mode Coffee Dj Lounge,Quán cà phê,0949 944 348,"Mode Coffee Dj Lounge, 354 Hẻm 553, Xuân Khánh, Ninh Kiều, Cần Thơ"
1092,ChIJZ-cXqTaJoDERTONFOKkEj_Y,Home Coffee,Quán cà phê,0916 777 386,"Home Coffee, 178 Đ. 3 Tháng 2, Hưng Lợi, Ninh Kiều, Cần Thơ 90000"
1097,ChIJQ37LdKSJoDERNN7j1wQLjZk,GU 65 Coffee,Quán cà phê,,"2Q86+78C GU 65 Coffee, Đ. Trần Hoàng Na, Hưng Lợi, Ninh Kiều, Cần Thơ"
1109,ChIJwy14N6BioDERuWNwQGdDrN0,Cà Phê Mỹ Phương,Quán cà phê,0292 3828 300,"Cà Phê Mỹ Phương, 32 Đại lộ Hoà Bình, Tân An, Ninh Kiều, Cần Thơ"
1115,ChIJnax0TSaJoDER-8MN6NiNOeE,Quán coffee gin 108,Quán cà phê,0796 901 579,"Quán coffee gin 108, 10 Đ. 30 Tháng 4, An Lạc, Ninh Kiều, Cần Thơ"
1116,ChIJi6MpLjiIoDERfhvmWJneMzU,K Coffee Cần Thơ,Quán cà phê,0292 3508 941,"2QC6+M99 K Coffee Cần Thơ, Metro, Đường Ra ST, Hưng Lợi, Ninh Kiều, Cần Thơ"
1122,ChIJs_oNAalioDERnLnPn-oD-38,Quán Cà Phê Bích Phượng,Quán cà phê,0292 3761 666,"2QWM+5X2 Quán Cà Phê Bích Phượng, Lô J, Trần Văn Khéo, Quận Ninh Kiều, Tp Cần Thơ, Cái Khế, Ninh Kiều, Cần Thơ"
1134,ChIJZeK2tEqJoDERuLemeQZfiMQ,Cà phê Trung Nguyên,Quán cà phê,,"Cà phê Trung Nguyên, 27 duong Hùng Vương, An Hội, Ninh Kiều, Cần Thơ"
1138,ChIJB59Vkw6IoDERDRxRIa3MnyY,Quán cafe đầu hẻm 65 Võ Trường Toản,Quán cà phê,,"2QX8+69Q Quán cafe đầu hẻm 65 Võ Trường Toản, Hẻm 65, An Hoà, Ninh Kiều, Cần Thơ"
1141,ChIJr8OuhKGJoDERd5dadur1ADE,Cà phê 57,Quán cà phê,0854 504 961,"Cà phê 57, 57 Đường số 6, Phường An Khánh, Ninh Kiều, Cần Thơ"
1143,ChIJsXWysuOJoDERVLy7X0uxyH4,Cà phê Anh Thư,Quán cà phê,,"Cà phê Anh Thư, 132 Đ. Nguyễn Văn Cừ, p, Ninh Kiều, Cần Thơ"
1146,ChIJO55HvEOJoDERDJ4bY7J-gX8,NGUYÊN KHANG COFFEE,Quán cà phê,,"NGUYÊN KHANG COFFEE, 339 Đ. Nguyễn Văn Linh, Phường An Khánh, Ninh Kiều, Cần Thơ"
1148,ChIJwcCAi0KIoDERHhg9PnrBTQc,Quán Cà Phê Thanh Thảo,Quán cà phê,0292 6555 469,"Quán Cà Phê Thanh Thảo, 54B3, Khu Vực 1, Phường An Khánh, Quận Ninh Kiều, Phường An Khánh, Ninh Kiều, Cần Thơ"
1149,ChIJo6ZHAGiIoDER5ONAXftvBLM,Quán Cà Phê Quỳnh Anh,Quán cà phê,0946 310 038,"Quán Cà Phê Quỳnh Anh, 34, Đường 16, Phường An Khánh, Quận Ninh Kiều, Phường An Khánh, Ninh Kiều, Cần Thơ"
1151,ChIJc0IlzlOIoDERm_eIhxU-Hpw,Cà Phê Ngọc Trâm,Quán cà phê,,"Cà Phê Ngọc Trâm, 313 Đ. Hoàng Quốc Việt, An Bình, Ninh Kiều, Cần Thơ"
1153,ChIJZ7G5TUuIoDERhGIx-YvOd8k,Quán Cà Phê Kim Ngân,Quán cà phê,0292 3222 715,"Quán Cà Phê Kim Ngân, 167/4, Quốc Lộ 1A, P. Lê Bình, Quận Cái Răng, Hưng Lợi, Ninh Kiều, Cần Thơ"
1154,ChIJx2Id1xOJoDER7SUNo8572b8,Quán Cà Phê Yến Nhi,Quán cà phê,0292 3850 933,"Quán Cà Phê Yến Nhi, 177 Ấp Mỹ Phước, Huyện Phong Điền, Mỹ Khánh, Phong Điền, Cần Thơ"
